env_ID,reference_ID,continent,country,region,site_year_ID,EDH35_total,Label_of_control_treatment,Label_of_N_addition_treatment,N_rate,region_N_label,N_rate_cluster,mean_c,sd_c,n_c,mean_t,sd_t,n_t,lnRR,Effect,AEN,Nc,q05,q95,keep
2016_04_03__0.52_37.27,25,Africa,Kenya,East Africa,67,0,N0,N120,120,RN,100_200,2.47826,,3,5.08696,,3,0.719123702,105.2633703,21.73916667,-61.100673022995,0.1249129257,1.25624785795,True
2016_04_03__0.52_37.27,25,Africa,Kenya,East Africa,67,0,N0,N80,80,RN,0_100,2.41304,,3,4.46739,,3,0.615916982,85.13534794,25.679375,-101.100673022995,0.1249129257,1.25624785795,True
2016_04_03__0.52_37.27,25,Africa,Kenya,East Africa,67,0,N0,N120,120,RN,100_200,2.41304,,3,4.76087,,3,0.679543061,97.29759971,19.56525,-61.100673022995,0.1249129257,1.25624785795,True
2014_05_15_41.22__83.76,26,North America,USA,North America_Rainfed,68,0,N0,N168,168,RN,100_200,4.064516129,0.782216494,3,6.774193548,0.938659792,3,0.510825624,66.66666666,16.12903226,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_15_41.22__83.76,26,North America,USA,North America_Rainfed,68,0,N0,N252,252,RN,200_300,4.064516129,0.782216494,3,8.851612903,0.469329896,3,0.778304989,117.7777778,18.99641577,70.899326977005,0.1249129257,1.25624785795,True
2014_05_15_41.22__83.76,26,North America,USA,North America_Rainfed,68,0,N0,N168,168,RN,100_200,3.522580645,0.625773195,3,7.316129032,0.782216494,3,0.730887509,107.6923077,22.58064516,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_15_41.22__83.76,26,North America,USA,North America_Rainfed,68,0,N0,N252,252,RN,200_300,3.522580645,0.625773195,3,9.122580645,0.469329896,3,0.951558871,158.974359,22.22222222,70.899326977005,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,26,North America,USA,North America_Rainfed,69,0,N0,N168,168,RN,100_200,2.258064516,0.469329896,3,6.232258065,0.782216494,3,1.01523068,176,23.65591398,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,26,North America,USA,North America_Rainfed,69,0,N0,N252,252,RN,200_300,2.258064516,0.469329896,3,6.322580645,1.095103091,3,1.029619417,180,16.12903226,70.899326977005,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,26,North America,USA,North America_Rainfed,69,0,N0,N168,168,RN,100_200,2.258064516,0.469329896,3,6.593548387,0.625773195,3,1.071583616,192,25.80645161,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,26,North America,USA,North America_Rainfed,69,0,N0,N252,252,RN,200_300,2.258064516,0.469329896,3,6.95483871,0.782216494,3,1.124929597,208,18.63799283,70.899326977005,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,26,North America,USA,North America_Rainfed,70,0,N0,N168,168,RN,100_200,5.058064516,0.625773195,3,8.670967742,0.469329896,3,0.538996501,71.42857143,21.50537635,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,26,North America,USA,North America_Rainfed,70,0,N0,N252,252,RN,200_300,5.058064516,0.625773195,3,8.851612903,0.625773195,3,0.559615788,75,15.05376344,70.899326977005,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,26,North America,USA,North America_Rainfed,70,0,N0,N168,168,RN,100_200,4.877419355,0.312886597,3,8.851612903,0.312886597,3,0.595983432,81.48148147,23.65591398,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,26,North America,USA,North America_Rainfed,70,0,N0,N252,252,RN,200_300,4.877419355,0.312886597,3,9.303225806,0.469329896,3,0.645744942,90.74074073,17.56272401,70.899326977005,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,26,North America,USA,North America_Rainfed,71,0,N0,N168,168,RN,100_200,3.161290323,0.469329896,3,8.761290323,0.782216494,3,1.019362917,177.1428571,33.33333333,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,26,North America,USA,North America_Rainfed,71,0,N0,N252,252,RN,200_300,3.161290323,0.469329896,3,10.7483871,0.938659792,3,1.223775432,240.0000001,30.10752689,70.899326977005,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,26,North America,USA,North America_Rainfed,71,0,N0,N168,168,RN,100_200,3.070967742,0.312886597,3,9.574193548,0.469329896,3,1.137078569,211.7647059,38.70967742,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_40.76__81.9,26,North America,USA,North America_Rainfed,72,0,N0,N168,168,RN,100_200,1.716129032,0.469329896,3,5.6,0.625773195,3,1.182695406,226.3157895,23.11827957,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_40.76__81.9,26,North America,USA,North America_Rainfed,73,0,N0,N168,168,RN,100_200,3.432258065,0.312886597,3,8.038709677,0.625773195,3,0.85105021,134.2105263,27.41935483,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_40.76__81.9,26,North America,USA,North America_Rainfed,73,0,N0,N252,252,RN,200_300,3.432258065,0.312886597,3,8.851612903,0.782216494,3,0.947381319,157.8947368,21.50537634,70.899326977005,0.1249129257,1.25624785795,True
2014_05_05_40.76__81.9,26,North America,USA,North America_Rainfed,73,0,N0,N168,168,RN,100_200,3.432258065,0.312886597,3,8.038709677,0.625773195,3,0.85105021,134.2105263,27.41935483,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_40.76__81.9,26,North America,USA,North America_Rainfed,73,0,N0,N252,252,RN,200_300,3.432258065,0.312886597,3,8.851612903,0.625773195,3,0.947381319,157.8947368,21.50537634,70.899326977005,0.1249129257,1.25624785795,True
2014_05_15_40.76__81.9,26,North America,USA,North America_Rainfed,74,0,N0,N168,168,RN,100_200,3.432258065,0.938659792,3,5.870967742,0.938659792,3,0.53680111,71.05263156,14.51612903,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_15_40.76__81.9,26,North America,USA,North America_Rainfed,74,0,N0,N252,252,RN,200_300,3.432258065,0.938659792,3,8.309677419,1.407989689,3,0.884202417,142.1052631,19.35483871,70.899326977005,0.1249129257,1.25624785795,True
2014_05_15_40.76__81.9,26,North America,USA,North America_Rainfed,74,0,N0,N168,168,RN,100_200,3.703225806,0.938659792,3,6.322580645,1.095103091,3,0.534923175,70.73170733,15.59139785,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_15_40.76__81.9,26,North America,USA,North America_Rainfed,74,0,N0,N252,252,RN,200_300,3.703225806,0.938659792,3,8.580645161,1.25154639,3,0.840304825,131.7073171,19.35483871,70.899326977005,0.1249129257,1.25624785795,True
2008_05_01_43.57_124.88,27,Asia,China,Northeast China,75,0,N0,N210,210,RN,200_300,9.5,,3,11,,3,0.146603474,15.78947368,7.142857143,28.899326977005,0.1249129257,1.25624785795,True
2009_05_01_43.75_125.02,27,Asia,China,Northeast China,76,0,N0,N140,140,RN,100_200,5.8,,3,6.9,,3,0.173663494,18.96551724,7.857142857,-41.100673022995,0.1249129257,1.25624785795,True
2010_05_01_43.57_124.88,27,Asia,China,Northeast China,77,5.42504,N0,N140,140,RN,100_200,8.2,,3,10.4,,3,0.237671652,26.82926829,15.71428571,-41.100673022995,0.096776351,1.1064629539,True
2010_05_01_43.57_124.88,27,Asia,China,Northeast China,77,5.42504,N0,N210,210,RN,200_300,8.2,,3,10.7,,3,0.266109587,30.48780488,11.9047619,28.899326977005,0.096776351,1.1064629539,True
2009_05_01_43.65_124.97,27,Asia,China,Northeast China,79,0,N0,N140,140,RN,100_200,4.3,,3,6.4,,3,0.397682968,48.8372093,15,-41.100673022995,0.1249129257,1.25624785795,True
2009_05_01_43.65_124.97,27,Asia,China,Northeast China,79,0,N0,N210,210,RN,200_300,4.3,,3,6.9,,3,0.472906389,60.46511628,12.38095238,28.899326977005,0.1249129257,1.25624785795,True
2010_05_01_43.65_125,27,Asia,China,Northeast China,80,15.70161,N0,N140,140,RN,100_200,8.3,,3,9.6,,3,0.145507584,15.6626506,9.285714286,-41.100673022995,0.096776351,1.1064629539,True
2010_05_01_43.65_125,27,Asia,China,Northeast China,80,15.70161,N0,N210,210,RN,200_300,8.3,,3,9.7,,3,0.155870371,16.86746988,6.666666667,28.899326977005,0.096776351,1.1064629539,True
2008_05_01_44.95_126.28,27,Asia,China,Northeast China,81,0,N0,N140,140,RN,100_200,7,,3,9.2,,3,0.273293335,31.42857143,15.71428571,-41.100673022995,0.1249129257,1.25624785795,True
2008_05_01_44.95_126.28,27,Asia,China,Northeast China,81,0,N0,N210,210,RN,200_300,7,,3,8.6,,3,0.205852054,22.85714286,7.619047619,28.899326977005,0.1249129257,1.25624785795,True
2009_05_01_44.8_126.48,27,Asia,China,Northeast China,82,0,N0,N140,140,RN,100_200,6,,3,8.6,,3,0.360002734,43.33333333,18.57142857,-41.100673022995,0.1249129257,1.25624785795,True
2009_05_01_44.8_126.48,27,Asia,China,Northeast China,82,0,N0,N210,210,RN,200_300,6,,3,8.6,,3,0.360002734,43.33333333,12.38095238,28.899326977005,0.1249129257,1.25624785795,True
2010_05_01_44.8_126.47,27,Asia,China,Northeast China,83,31.68131,N0,N140,140,RN,100_200,7.8,,3,9.7,,3,0.218002152,24.35897436,13.57142857,-41.100673022995,0.096776351,1.1064629539,True
2010_05_01_44.8_126.47,27,Asia,China,Northeast China,83,31.68131,N0,N210,210,RN,200_300,7.8,,3,10.2,,3,0.268263987,30.76923077,11.42857143,28.899326977005,0.096776351,1.1064629539,True
1996_10_20__37.75__58.3,29,South America,Argentina,South America,89,0,N0,N140,140,RN,100_200,6.98,,3,11.13,,3,0.466595249,59.45558739,29.64285714,-41.100673022995,0.1249129257,1.25624785795,True
1996_10_20__37.75__58.3,29,South America,Argentina,South America,89,0,N0,N140,140,RN,100_200,8.88,,3,12.55,,3,0.345919109,41.32882883,26.21428571,-41.100673022995,0.1249129257,1.25624785795,True
1999_10_10__37.75__58.3,29,South America,Argentina,South America,90,0,N0,N90,90,RN,0_100,7.241,,3,10.557,,3,0.377029829,45.79477973,36.84444444,-91.100673022995,0.1249129257,1.25624785795,True
1999_10_10__37.75__58.3,29,South America,Argentina,South America,90,0,N0,N90,90,RN,0_100,8.961,,3,10.858,,3,0.192020308,21.16951233,21.07777778,-91.100673022995,0.1249129257,1.25624785795,True
1999_10_10__37.75__58.3,29,South America,Argentina,South America,90,0,N0,N90,90,RN,0_100,8.242,,3,10.519,,3,0.243940113,27.62678961,25.3,-91.100673022995,0.1249129257,1.25624785795,True
2000_10_19__37.75__58.3,29,South America,Argentina,South America,91,0.17735,N0,N90,90,RN,0_100,5.883,,3,8.412,,3,0.357592422,42.98827129,28.1,-91.100673022995,0.096776351,1.1064629539,True
2000_10_19__37.75__58.3,29,South America,Argentina,South America,91,0.17735,N0,N90,90,RN,0_100,6.481,,3,9.036,,3,0.332341779,39.42292856,28.38888889,-91.100673022995,0.096776351,1.1064629539,True
2000_10_19__37.75__58.3,29,South America,Argentina,South America,91,0.17735,N0,N90,90,RN,0_100,6.867,,3,8.897,,3,0.258986812,29.56167176,22.55555556,-91.100673022995,0.096776351,1.1064629539,True
2014_10_08__25.28__50.07,30,South America,Brazil,South America,93,0,N0,N100,100,RN,100_200,10.329,0.651251104,3,12.3499,0.569844716,3,0.178692493,19.56530158,20.209,-81.100673022995,0.1249129257,1.25624785795,True
2004_05_19_46.78__71.13,31,North America,Canada,North America_Rainfed,94,0,N0,N200,200,RN,200_300,4.24516129,,3,6.683870968,,3,0.453917492,57.44680853,12.19354839,18.899326977005,0.1249129257,1.25624785795,True
2004_05_19_46.78__71.13,31,North America,Canada,North America_Rainfed,94,0,N0,N200,200,RN,200_300,4.24516129,,3,6.593548387,,3,0.440311839,55.31914895,11.74193549,18.899326977005,0.1249129257,1.25624785795,True
2004_05_19_46.78__71.13,31,North America,Canada,North America_Rainfed,94,0,N0,N200,200,RN,200_300,4.24516129,,3,5.961290323,,3,0.33950714,40.42553194,8.580645165,18.899326977005,0.1249129257,1.25624785795,True
2005_05_19_46.78__71.13,31,North America,Canada,North America_Rainfed,95,0,N0,N200,200,RN,200_300,7.04516129,,3,9.84516129,,3,0.334639056,39.74358975,14,18.899326977005,0.1249129257,1.25624785795,True
2005_05_19_46.78__71.13,31,North America,Canada,North America_Rainfed,95,0,N0,N200,200,RN,200_300,7.04516129,,3,9.84516129,,3,0.334639056,39.74358975,14,18.899326977005,0.1249129257,1.25624785795,True
2005_05_19_46.78__71.13,31,North America,Canada,North America_Rainfed,95,0,N0,N200,200,RN,200_300,7.04516129,,3,9.574193548,,3,0.306730267,35.8974359,12.64516129,18.899326977005,0.1249129257,1.25624785795,True
2006_05_24_46.78__71.13,31,North America,Canada,North America_Rainfed,96,0,N0,N200,200,RN,200_300,4.425806452,,3,7.587096774,,3,0.538996501,71.42857141,15.80645161,18.899326977005,0.1249129257,1.25624785795,True
2006_05_24_46.78__71.13,31,North America,Canada,North America_Rainfed,96,0,N0,N200,200,RN,200_300,4.425806452,,3,7.406451613,,3,0.514898949,67.34693876,14.90322581,18.899326977005,0.1249129257,1.25624785795,True
2006_05_24_46.78__71.13,31,North America,Canada,North America_Rainfed,96,0,N0,N200,200,RN,200_300,4.425806452,,3,6.412903226,,3,0.370859579,44.89795918,9.93548387,18.899326977005,0.1249129257,1.25624785795,True
1993_05_18_45.37__75.72,32,North America,Canada,North America_Rainfed,97,0,N0,N200,200,RN,200_300,4.895744186,,3,5.960197674,,3,0.196737353,21.74242459,5.32226744,18.899326977005,0.1249129257,1.25624785795,True
1993_05_18_45.37__75.72,32,North America,Canada,North America_Rainfed,97,0,N0,N200,200,RN,200_300,6.296767442,,3,8.075918605,,3,0.248850225,28.25499241,8.895755815,18.899326977005,0.1249129257,1.25624785795,True
1994_05_24_45.37__75.72,32,North America,Canada,North America_Rainfed,98,0,N0,N200,200,RN,200_300,6.540848837,,3,10.15646512,,3,0.440043512,55.27747809,18.07808142,18.899326977005,0.1249129257,1.25624785795,True
1994_05_24_45.37__75.72,32,North America,Canada,North America_Rainfed,98,0,N0,N200,200,RN,200_300,7.534639535,,3,11.53219767,,3,0.425631928,53.05573168,19.98779068,18.899326977005,0.1249129257,1.25624785795,True
2014_05_06_38.88__92.2,33,North America,USA,North America_Rainfed,99,6.66883,N0,N200,200,RN,200_300,11.1852,,4,16.5828,,4,0.393774538,48.25662483,26.988,18.899326977005,0.07061749765,1.28912060785,True
2015_05_08_38.88__92.2,33,North America,USA,North America_Rainfed,100,0,N0,N200,200,RN,200_300,4.8048,,4,13.5876,,4,1.039542194,182.7922078,43.914,18.899326977005,0.1249129257,1.25624785795,True
2013_06_28_39.6_116.58,34,Asia,China,North China Plain,101,51.3416,N0,N206,206,RN,200_300,2.90179,0.257746481,3,3.92857,0.257746481,3,0.302947704,35.3843662,4.984368932,24.899326977005,0.096776351,1.1064629539,True
2013_06_28_39.6_116.58,34,Asia,China,North China Plain,101,51.3416,N0,N206,206,RN,200_300,2.90179,0.257746481,3,3.80952,0.335082549,3,0.272175409,31.28172611,4.406456311,24.899326977005,0.096776351,1.1064629539,True
2014_06_13_39.6_116.58,34,Asia,China,North China Plain,102,37.51698,N0,N206,206,RN,200_300,7.00893,0.051545832,3,9.18155,0.154637496,3,0.270010985,30.99788413,10.54669903,24.899326977005,0.096776351,1.1064629539,True
2014_06_13_39.6_116.58,34,Asia,China,North China Plain,102,37.51698,N0,N206,206,RN,200_300,7.00893,0.051545832,3,8.73512,0.309292313,3,0.220166631,24.62843829,8.379563107,24.899326977005,0.096776351,1.1064629539,True
2015_06_15_39.6_116.58,34,Asia,China,North China Plain,103,114.32923,N0,N206,206,RN,200_300,6.35417,0.463929809,3,8.33333,0.154654817,3,0.271151846,31.14741973,9.607572816,24.899326977005,0.096776351,1.1064629539,True
2015_06_15_39.6_116.58,34,Asia,China,North China Plain,103,114.32923,N0,N206,206,RN,200_300,6.35417,0.463929809,3,7.90179,0.463929809,3,0.217978026,24.35597411,7.512718447,24.899326977005,0.096776351,1.1064629539,True
2015_01_01__18.73__47.5,35,South America,Brazil,South America,104,0,N0,N120,120,RN,100_200,5.538916923,,4,7.113583077,,4,0.250207085,28.42913472,13.12221795,-61.100673022995,0.1249129257,1.25624785795,True
2015_01_01__18.73__47.5,35,South America,Brazil,South America,104,0,N0,N160,160,RN,100_200,5.538916923,,4,6.967832308,,4,0.229505193,25.79773997,8.930721156,-21.100673022995,0.1249129257,1.25624785795,True
2005_06_15_37.49_117.48,36,Asia,China,North China Plain,105,81.97998,N0,N194,194,RN,100_200,7.11,,3,8.89,,3,0.223424806,25.03516174,9.175257732,12.899326977005,0.096776351,1.1064629539,True
2005_06_15_37.49_117.48,36,Asia,China,North China Plain,105,81.97998,N0,N244,244,RN,200_300,7.11,,3,9.27,,3,0.265281136,30.37974684,8.852459016,62.899326977005,0.096776351,1.1064629539,True
2005_06_15_37.49_117.48,36,Asia,China,North China Plain,105,81.97998,N0,N194,194,RN,100_200,4.96,,3,6.24,,3,0.229574442,25.80645161,6.597938144,12.899326977005,0.096776351,1.1064629539,True
2005_06_15_37.49_117.48,36,Asia,China,North China Plain,105,81.97998,N0,N244,244,RN,200_300,4.96,,3,6.51,,3,0.271933715,31.25,6.352459016,62.899326977005,0.096776351,1.1064629539,True
2006_06_15_37.49_117.48,36,Asia,China,North China Plain,106,4.98331,N0,N244,244,RN,200_300,5.64,,4,7.7,,4,0.311336263,36.5248227,8.442622951,62.899326977005,0.096776351,1.1064629539,True
2006_06_15_37.49_117.48,36,Asia,China,North China Plain,106,4.98331,N0,N244,244,RN,200_300,4.41,,4,6.57,,4,0.398639143,48.97959184,8.852459016,62.899326977005,0.096776351,1.1064629539,True
2006_04_29_40.1__88.2,37,North America,USA,North America_Rainfed,107,0,N0,N202,202,RN,200_300,6.1,,4,10.2,,4,0.514098949,67.21311475,20.2970297,20.899326977005,0.1249129257,1.25624785795,True
2006_04_24_40.1__88.2,37,North America,USA,North America_Rainfed,108,0,N0,N202,202,RN,200_300,6.3,,4,10.5,,4,0.510825624,66.66666667,20.79207921,20.899326977005,0.1249129257,1.25624785795,True
2018_04_25_35.47_104.73,38,Asia,China,Northwest China,109,0,N0,N200,200,RN,200_300,2.65772,0.42953,3,7.83893,1.1812,3,1.081633733,194.9494303,25.90605,18.899326977005,0.1249129257,1.25624785795,True
2018_04_25_35.47_104.73,38,Asia,China,Northwest China,109,0,N0,N200,200,RN,200_300,2.65772,0.42953,3,6.79195,0.83221,3,0.938269475,155.5555137,20.67115,18.899326977005,0.1249129257,1.25624785795,True
2019_04_25_35.47_104.73,38,Asia,China,Northwest China,110,0,N0,N200,200,RN,200_300,4.15311,0.33493,3,11.8565,0.7703,3,1.049018789,185.4848535,38.51695,18.899326977005,0.1249129257,1.25624785795,True
2019_04_25_35.47_104.73,38,Asia,China,Northwest China,110,0,N0,N200,200,RN,200_300,4.15311,0.33493,3,10.9522,1.2057,3,0.969682898,163.7108095,33.99545,18.899326977005,0.1249129257,1.25624785795,True
2020_04_25_35.47_104.73,38,Asia,China,Northwest China,111,0,N0,N200,200,RN,200_300,4.02514,0.6204,3,10.5566,1.4084,3,0.964191564,162.2666541,32.6573,18.899326977005,0.1249129257,1.25624785795,True
2020_04_25_35.47_104.73,38,Asia,China,Northwest China,111,0,N0,N200,200,RN,200_300,4.02514,0.6204,3,11.3261,0.3017,3,1.034550104,181.3840016,36.5048,18.899326977005,0.1249129257,1.25624785795,True
2003_04_04_42.08_0.65,39,Europe,Spain,Europe,113,10.00466,N0,N300,300,RN,300_400,10.01822,2.533687961,4,12.51565,1.010789178,4,0.222574426,24.92887958,8.324766667,118.899326977005,0.07061749765,1.28912060785,True
2004_04_02_42.08_0.65,39,Europe,Spain,Europe,114,0.5187,N0,N300,300,RN,300_400,8.4173075,1.563357332,4,14.3772,1.412089178,4,0.535353616,70.80521295,19.86630833,118.899326977005,0.096776351,1.1064629539,True
2005_04_08_42.08_0.65,39,Europe,Spain,Europe,115,0.71792,N0,N300,300,RN,300_400,5.33031,1.251293043,4,13.345875,0.919637336,4,0.91779795,150.3770888,26.71855,118.899326977005,0.096776351,1.1064629539,True
2009_04_30_35.28_107.88,41,Asia,China,Northwest China,118,14.56259,N0,N200,200,RN,200_300,9.937922581,,4,11.84255484,,4,0.175341384,19.1652958,9.523161295,18.899326977005,0.096776351,1.1064629539,True
2010_04_30_35.28_107.88,41,Asia,China,Northwest China,119,0.36037,N0,N200,200,RN,200_300,4.777396129,,4,11.95347097,,4,0.917126039,150.208914,35.88037421,18.899326977005,0.096776351,1.1064629539,True
2011_04_30_35.28_107.88,41,Asia,China,Northwest China,120,0.9909,N0,N200,200,RN,200_300,6.068936774,,4,12.02654194,,4,0.683932607,98.16555004,29.78802583,18.899326977005,0.096776351,1.1064629539,True
2016_04_05_33.47__88.76,42,North America,USA,North America_Rainfed,121,72.14574,N0,N180,180,RN,100_200,7.871675,0.567955141,4,15.331775,0.965062604,4,0.666656599,94.77144318,41.445,-1.10067302299495,0.07061749765,1.28912060785,True
1999_05_05_42.78__80.63,43,North America,Canada,North America_Rainfed,127,0,N0,N200,200,RN,200_300,1.830865806,0.732335484,4,2.644581935,0.325486452,4,0.367724021,44.44433482,4.068580645,18.899326977005,0.1249129257,1.25624785795,True
1999_05_05_42.78__80.63,43,North America,Canada,North America_Rainfed,127,0,N0,N200,200,RN,200_300,1.95291871,0.406867097,4,2.970068387,0.488229677,4,0.419259951,52.08356455,5.085748385,18.899326977005,0.1249129257,1.25624785795,True
2001_05_05_42.78__80.63,43,North America,Canada,North America_Rainfed,129,0,N0,N200,200,RN,200_300,1.376425806,0.32404129,4,2.521923871,0.324023226,4,0.605531907,83.22265247,5.727490325,18.899326977005,0.1249129257,1.25624785795,True
2001_05_05_42.78__80.63,43,North America,Canada,North America_Rainfed,129,0,N0,N200,200,RN,200_300,1.74095871,0.324023226,4,2.521923871,0.405295484,4,0.370586107,44.85833906,3.904825805,18.899326977005,0.1249129257,1.25624785795,True
